stamp_id,prompt,action,A,B,C,D,E,sum of prob
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to vacuum clean within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Vacuum cleaning,0.000198368330569591,0.119410612507624,0.293633114733527,0.549058354923605,0.000505671150576414,0.962806121645902
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to mop the floor within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Mopping the floor,0.000268103086578632,0.110108944364705,0.199904725187254,0.652989062149432,0.000939013220044955,0.964209848008015
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to carry warm food within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Carry warm food,0.00149177633195014,0.527522669077918,0.197971638192432,0.241060943467763,0.00104074716072255,0.969087774230786
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to carry cold food within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Carry cold food,0.00350826487968815,0.687181073612703,0.169269171557599,0.111878613887927,0.000611051692048838,0.972448175629966
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to carry drinks within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Carry drinks,0.000187584527651245,0.108452737497918,0.370202379965233,0.486722126927831,0.000467563915936461,0.966032392834569
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to carry small objects (plates, toys) within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}","Carry small objects (plates, toys)",4.95587362957487E-05,0.0256758530189959,0.221271793112809,0.722736389362084,0.000488181839300434,0.970221776069485
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to carry big objects (tables, chairs) within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}","Carry big objects (tables, chairs)",0.00228678929454113,0.55594917543385,0.202950413145173,0.209172794637865,0.000428582202722287,0.970787754714152
261,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 6 humans in total. There are 3 humans in a group. The group has a radius of 0.68 meters. The robot is 2.32 meters away from the group. The closest human to the robot is 1.68 meters away from the robot. The robot is not facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.86 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 2.56 meters away from the robot. The robot is not facing the third closest human. The third closest human is not facing the robot. There are 2 children present. The closest child to the robot is 1.86 meters away from the robot. There are no people sitting or laying in the sofa. There's no animal present. Music is currently not playing.
Question: Is it socially appropriate for the robot to clean (pick up stuff) within a circle with a radius of 2.21 meters surrounding itself? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Cleaning (Picking up stuff) / Starting conversation,9.66938264344121E-05,0.0564988271190545,0.272904898944966,0.642569716453826,0.000371586455807575,0.972441722800088
271,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 4 humans in total. There are 3 humans in a group. The group has a radius of 0.98 meters. The robot is 2.82 meters away from the group. The robot is facing the group. The closest human to the robot is 1.88 meters away from the robot. The robot is facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.90 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 3.23 meters away from the robot. The robot is facing the third closest human. The third closest human is not facing the robot. There are no people sitting or laying in the sofa. There's also an animal in the room. The animal is 2.64 meters away from the robot. Music is currently not playing.
Question: Is it socially appropriate for the robot to vacuum clean towards the direction the robot is facing? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Vacuum cleaning,0.000330922615483643,0.206407109647791,0.442806676654117,0.314295328021363,0.000173064361649053,0.964013101300404
271,"Given a description of a scenario which includes a robot and several humans, a human evaluator has to answer a question about whether it is socially appropriate for the robot to carry out a certain action in the given scenario. 
Scenario: Inside a living room, there are 4 humans in total. There are 3 humans in a group. The group has a radius of 0.98 meters. The robot is 2.82 meters away from the group. The robot is facing the group. The closest human to the robot is 1.88 meters away from the robot. The robot is facing the closest human. The closest human is not facing the robot. The second closest human to the robot is 1.90 meters away from the robot. The robot is not facing the second closest human. The second closest human is facing the robot. The third closest human to the robot is 3.23 meters away from the robot. The robot is facing the third closest human. The third closest human is not facing the robot. There are no people sitting or laying in the sofa. There's also an animal in the room. The animal is 2.64 meters away from the robot. Music is currently not playing.
Question: Is it socially appropriate for the robot to mop the floor towards the direction the robot is facing? Answer choices: A. very inappropriate, B. inappropriate, C. neutral, D. appropriate, E. very appropriate
Answer:
The human evaluator chose answer {}",Mopping the floor,0.000473503620081448,0.211442454554837,0.513313761457639,0.235386272850572,0.0001365697615864,0.960752562244715
